code,name
02.02.05.03.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЩЕГО ОБРАЗОВАНИЯ В ГОРОДЕ МОСКВЕ
02.02.05.03.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ
02.02.05.03.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ И ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ
02.02.05.03.06,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ВСПОМОГАТЕЛЬНЫМ ОБЪЕКТАМ ОБРАЗОВАНИЯ
02.02.05.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ
02.02.05.04.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПЕЦИАЛИЗИРОВАННЫМ ОБЪЕКТАМ ДЛЯ ПРОЖИВАНИЯ БЕЗ СПЕЦИАЛИЗИРОВАННОГО МЕДИЦИНСКОГО ОБСЛУЖИВАНИЯ
02.02.05.04.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПЕЦИАЛИЗИРОВАННЫМ ОБЪЕКТАМ ДЛЯ ПРОЖИВАНИЯ СО СПЕЦИАЛИЗИРОВАННЫМ МЕДИЦИНСКИМ ОБСЛУЖИВАНИЕМ
02.02.05.04.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ЦЕНТРОВ СОЦИАЛЬНОЙ ПОМОЩИ И РЕАБИЛИТАЦИИ
02.02.05.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ЖИЛЫМ ОБЪЕКТАМ
02.02.05.05.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЩЕЖИТИЙ
02.02.05.06,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
02.02.05.06.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ЭЛЕКТРОСНАБЖЕНИЯ
02.02.05.06.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ТЕПЛОСНАБЖЕНИЯ
02.02.05.06.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГАЗОСНАБЖЕНИЯ
02.02.05.06.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ КОЛЛЕКТОРНОГО ХОЗЯЙСТВА ГОРОДА МОСКВЫ
02.02.05.06.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА
02.02.05.06.06,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ВОДООТВЕДЕНИЯ ПОВЕРХНОСТНОГО СТОКА
02.02.05.06.07,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ КОММУНАЛЬНО-ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
02.02.05.06.09,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ СВЯЗИ
02.02.05.06.10,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СМЕШАННЫМ ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ
02.02.05.07,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ КУЛЬТУРЫ
02.02.05.07.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТУРНО-ДОСУГОВЫМ ОБЪЕКТАМ
02.02.05.07.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОЧИМ ОБЪЕКТАМ КУЛЬТУРЫ
02.02.05.07.06,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТУРНО-ПРОСВЕТИТЕЛЬСКИМ ОБЪЕКТАМ
02.02.05.07.07,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТУРНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ
02.02.05.08,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНЫМ ОБЪЕКТАМ
02.02.05.08.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ
02.02.05.08.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПЛОСКОСТНЫХ СПОРТИВНЫХ СООРУЖЕНИЙ
02.02.05.08.06,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ СПОРТИВНЫХ БАЗ
02.02.05.08.07,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНЫМ ОБЪЕКТАМ В ЗАКРЫТЫХ ПОМЕЩЕНИЯХ
02.02.05.08.08,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ СПОРТИВНЫХ КОМПЛЕКСОВ
02.02.05.08.09,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПОРТИВНО-ДОСУГОВЫМ ОБЪЕКТАМ
02.02.05.09,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКИ
02.02.05.09.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ РИТУАЛЬНОГО НАЗНАЧЕНИЯ
02.02.05.10,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРОГРАММЫ «БЕЗОПАСНЫЙ ГОРОД»
02.02.05.10.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ И ОХРАНЫ ПРАВОПОРЯДКА
02.02.05.11,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОХРАНЫ И ПОВЫШЕНИЯ КАЧЕСТВА ОКРУЖАЮЩЕЙ СРЕДЫ
02.02.05.11.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ХРАНЕНИЯ И УТИЛИЗАЦИИ ОТХОДОВ
02.02.05.13,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ АДМИНИСТРАТИВНОГО НАЗНАЧЕНИЯ
02.02.05.13.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОРГАНОВ ГОСУДАРСТВЕННОЙ ВЛАСТИ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ
02.02.05.13.02,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРАВОСУДИЯ, ПРОКУРАТУРЫ, АДВОКАТУРЫ И НОТАРИАТА"
02.02.05.13.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ
02.02.05.13.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОФИСНЫМ ОБЪЕКТАМ
02.02.05.14,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ТОРГОВЛИ И СЕРВИСА
02.02.05.14.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ТОРГОВЛИ
02.02.05.14.05,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБЩЕСТВЕННОГО ПИТАНИЯ
02.02.05.14.07,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ УСЛУГ СВЯЗИ
02.02.05.15,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО НАУЧНО-ИННОВАЦИОННЫМ ОБЪЕКТАМ, ОБЪЕКТАМ ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ"
02.02.05.15.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ
02.02.05.15.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПРОЕКТНОГО И ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ
02.02.05.16,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОМЫШЛЕННЫМ ОБЪЕКТАМ, ОБЪЕКТАМ СКЛАДИРОВАНИЯ И УТИЛИЗАЦИИ"
02.02.05.16.01,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОМЫШЛЕННО-ПРОИЗВОДСТВЕННЫМ ОБЪЕКТАМ
02.02.05.16.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СКЛАДСКИМ ОБЪЕКТАМ
02.02.05.16.03,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ПО ПЕРЕРАБОТКЕ И УТИЛИЗАЦИИ
02.02.05.17,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СЕЛЬСКОХОЗЯЙСТВЕННЫМ ОБЪЕКТАМ
02.02.05.17.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ РАСТЕНИЕВОДСТВА
02.02.05.18,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ"
02.02.05.18.04,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ИНОГО ТИПА"
02.02.05.19,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ВЕТЕРИНАРИИ, ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ"
02.02.05.20,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ
02.02.05.21,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ТУРИСТИЧЕСКОГО И РЕКРЕАЦИОННОГО НАЗНАЧЕНИЯ
02.02.05.21.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ МЕСТ ОТДЫХА ОБЩЕГО ПОЛЬЗОВАНИЯ
02.02.05.22,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО АВАРИЙНО-СПАСАТЕЛЬНЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ГО, ЧС И ПБ"
02.02.05.23,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ПРОЧИМ ОБЪЕКТАМ
02.02.05.23.01,"ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ДАЧНЫХ И САДОВЫХ ДОМОВ, РАСПОЛОЖЕННЫХ НА САДОВЫХ, ОГОРОДНЫХ И ДАЧНЫХ ЗЕМЕЛЬНЫХ УЧАСТКАХ"
02.02.05.23.02,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ ОБОРОНЫ
02.02.05.23.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ
02.02.05.24,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО ОБЪЕКТАМ АДРЕСНОЙ ИНВЕСТИЦИОННОЙ ПРОГРАММЫ
02.02.06,РАЗРАБОТКА АРХИТЕКТУРНЫХ ПРОЕКТОВ
02.02.06.01,РАЗРАБОТКА АРХИТЕКТУРНО-ПЛАНИРОВОЧНЫХ РЕШЕНИЙ
02.02.06.02,РАЗРАБОТКА ПРОЕКТОВ АРХИТЕКТУРНО-ХУДОЖЕСТВЕННОЙ ПОДСВЕТКИ
02.03,СТРОИТЕЛЬСТВО
02.03.01,"СТРОИТЕЛЬСТВО ЗДАНИЙ, СООРУЖЕНИЙ"
02.03.01.01,СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ
02.03.01.02,СТРОИТЕЛЬСТВО НЕЖИЛЫХ ЗДАНИЙ
02.03.01.02.01,"СТРОИТЕЛЬСТВО ЗДАНИЙ ДЛЯ ТОРГОВЛИ, ГОСТИНИЦ И РЕСТОРАНОВ"
02.03.01.02.02,СТРОИТЕЛЬСТВО СПОРТИВНЫХ СООРУЖЕНИЙ
02.03.01.02.03,СТРОИТЕЛЬСТВО ЗДАНИЙ И СООРУЖЕНИЙ БЫТОВОГО НАЗНАЧЕНИЯ
02.03.01.02.04,СТРОИТЕЛЬСТВО ЗДАНИЙ И СООРУЖЕНИЙ ОБРАЗОВАНИЯ
02.03.01.02.05,СТРОИТЕЛЬСТВО АДМИНИСТРАТИВНЫХ ЗДАНИЙ
02.03.01.02.06,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ЗДРАВООХРАНЕНИЯ
02.03.01.02.07,СТРОИТЕЛЬСТВО УЧРЕЖДЕНИЙ КУЛЬТУРЫ
02.03.02,СТРОИТЕЛЬСТВО ПРОЧИХ ОБЪЕКТОВ
02.03.02.01,"СТРОИТЕЛЬСТВО ОБЪЕКТОВ ПРОМЫШЛЕННОСТИ, СЕЛЬСКОГО ХОЗЯЙСТВА, НАУЧНО-ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ"
02.03.02.01.01,СТРОИТЕЛЬСТВО ПРОМЫШЛЕННЫХ ОБЪЕКТОВ
02.03.02.01.02,СТРОИТЕЛЬСТВО ОБЪЕКТОВ СЕЛЬСКОХОЗЯЙСТВЕННОГО НАЗНАЧЕНИЯ
02.03.02.01.03,СТРОИТЕЛЬСТВО ОБЪЕКТОВ НАУЧНО-ИННОВАЦИОННОГО НАЗНАЧЕНИЯ
02.03.02.02,СТРОИТЕЛЬСТВО ТРАНСПОРТНЫХ ОБЪЕКТОВ
02.03.02.02.01,СТРОИТЕЛЬСТВО АВТОМОБИЛЬНЫХ ДОРОГ
02.03.02.02.02,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ДОРОЖНОГО ХОЗЯЙСТВА
02.03.02.02.02.02,РАБОТЫ ПО МОНТАЖУ СИСТЕМ ОСВЕЩЕНИЯ ДЛЯ АВТОДОРОГ
02.03.02.02.02.03,РАБОТЫ ПО УСТРОЙСТВУ ДОРОЖНЫХ ПОКРЫТИЙ
02.03.02.02.02.04,РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ
02.03.02.02.02.05,СТРОИТЕЛЬСТВО СВЕТОФОРНЫХ ОБЪЕКТОВ
02.03.02.02.02.99,РАБОТЫ ПО СТРОИТЕЛЬСТВУ ОБЪЕКТОВ ДОРОЖНОГО ХОЗЯЙСТВА ПРОЧИЕ
02.03.02.02.03,СТРОИТЕЛЬСТВО ЖЕЛЕЗНЫХ ДОРОГ И ОБЪЕКТОВ ИНФРАСТРУКТУРЫ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА
02.03.02.02.06,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ИНФРАСТРУКТУРЫ МЕТРОПОЛИТЕНА
02.03.02.02.07,СТРОИТЕЛЬСТВО МОСТОВ
02.03.02.02.08,СТРОИТЕЛЬСТВО ПРЕДПРИЯТИЙ И ОБЪЕКТОВ ОБЩЕСТВЕННОГО ТРАНСПОРТА
02.03.02.02.12,СТРОИТЕЛЬСТВО ОБЪЕКТОВ МАССОВОГО ОБСЛУЖИВАНИЯ ПАССАЖИРОВ
02.03.02.02.13,"СТРОИТЕЛЬСТВО ОБЪЕКТОВ РЕМОНТА, СОДЕРЖАНИЯ, ОБСЛУЖИВАНИЯ, ХРАНЕНИЯ ТРАНСПОРТНЫХ СРЕДСТВ"
02.03.02.02.14,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ИНФРАСТРУКТУРЫ ВОДНОГО ТРАНСПОРТА
02.03.02.02.15,"СТРОИТЕЛЬСТВО ОБЪЕКТОВ, ВКЛЮЧЕННЫХ В АДРЕСНУЮ ИНВЕСТИЦИОННУЮ ПРОГРАММУ"
02.03.02.03,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ТЕПЛОСНАБЖЕНИЯ
02.03.02.03.01,СТРОИТЕЛЬСТВО ТЕПЛОВЫХ КАМЕР
02.03.02.03.02,СТРОИТЕЛЬСТВО ТЕПЛОВЫХ МАГИСТРАЛЕЙ
02.03.02.03.03,СТРОИТЕЛЬСТВО ТЕПЛОВЫХ ПУНКТОВ
02.03.02.03.05,СТРОИТЕЛЬСТВО НАРУЖНЫХ ТЕПЛОВЫХ СЕТЕЙ
02.03.02.04,СТРОИТЕЛЬСТВО ОБЪЕКТОВ СВЯЗИ
02.03.02.05,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ЭЛЕКТРОСНАБЖЕНИЯ
02.03.02.05.01,СТРОИТЕЛЬСТВО ЭЛЕКТРОСТАНЦИЙ
02.03.02.05.02,СТРОИТЕЛЬСТВО ЭЛЕКТРОПОДСТАНЦИЙ
02.03.02.05.04,СТРОИТЕЛЬСТВО РАСПРЕДЕЛИТЕЛЬНЫХ СЕТЕЙ
02.03.02.05.05,СТРОИТЕЛЬСТВО СОСТАВНЫХ ЧАСТЕЙ НАРУЖНЫХ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ
02.03.02.06,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ГАЗОСНАБЖЕНИЯ
02.03.02.06.01,СТРОИТЕЛЬСТВО ГАЗОПРОВОДОВ
02.03.02.06.02,СТРОИТЕЛЬСТВО ГАЗОРЕГУЛЯТОРНЫХ ПУНКТОВ И УСТАНОВОК
02.03.02.07,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ВОДОСНАБЖЕНИЯ И КАНАЛИЗАЦИИ
02.03.02.08,СТРОИТЕЛЬСТВО ОБЪЕКТОВ БЕЗОПАСНОСТИ
02.03.02.08.02,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ПРОГРАММЫ «БЕЗОПАСНЫЙ ГОРОД»
02.03.02.08.03,СТРОИТЕЛЬСТВО ОБЪЕКТОВ ОХРАНЫ И ПОВЫШЕНИЯ КАЧЕСТВА ОКРУЖАЮЩЕЙ СРЕДЫ
02.03.02.08.04,СТРОИТЕЛЬСТВО ОБЪЕКТОВ С ОСОБЫМ ОХРАННЫМ РЕЖИМОМ
02.03.02.08.05,"СТРОИТЕЛЬСТВО ОБЪЕКТОВ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧС И ПОЖАРНОЙ БЕЗОПАСНОСТИ"
02.03.02.09,УСТРОЙСТВО ОГРАЖДЕНИЙ И ЗАБОРОВ
02.03.02.10,УСТРОЙСТВО УЛИЧНЫХ ЛЕСТНИЦ
02.03.02.12,СТРОИТЕЛЬСТВО ОБЪЕКТОВ РИТУАЛЬНОГО НАЗНАЧЕНИЯ
02.03.02.99,"СТРОИТЕЛЬСТВО ПРОЧИХ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА, НЕ ВКЛЮЧЕННЫХ В ДРУГИЕ ГРУППИРОВКИ"
02.03.03,ОБУСТРОЙСТВО ТЕРРИТОРИЙ
02.03.03.03,ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ
02.03.03.06,ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ
02.03.03.07,ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ
02.03.03.08,ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ОРГАНИЗАЦИИ РЕЛЬЕФА
02.03.03.09,ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ
02.03.03.10,ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ
02.03.03.11,ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ
02.03.03.12,ОБУСТРОЙСТВО ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ
02.03.04,"СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА"
02.03.05,СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ)
02.03.07,УСТРОЙСТВО БЕЗБАРЬЕРНОЙ СРЕДЫ ДЛЯ ИНВАЛИДОВ
02.03.07.01,УСТРОЙСТВО ВХОДНЫХ ГРУПП ДЛЯ ИНВАЛИДОВ В ЗДАНИЯХ
02.03.07.02,ОБУСТРОЙСТВО ПОМЕЩЕНИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ (КРОМЕ ПОМЕЩЕНИЙ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ)
02.03.07.03,ОБУСТРОЙСТВО ПОМЕЩЕНИЙ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ
02.03.09,УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК
02.03.10,БЛАГОУСТРОЙСТВО ТЕРРИТОРИЙ АДМИНИСТРАТИВНЫХ ОКРУГОВ
02.03.11,РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ
02.03.12,РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА
02.03.13,РАБОТЫ ПО КОЛЕРОВКЕ ЛАКОКРАСОЧНЫХ МАТЕРИАЛОВ
02.03.90,"КОМПЛЕКС РАБОТ ПО ПОДГОТОВКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ, ВЫПОЛНЕНИЮ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ, СТРОИТЕЛЬСТВУ, РЕКОНСТРУКЦИИ, КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"
02.03.91,"КОМПЛЕКС РАБОТ ПО ПОДГОТОВКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ, СТРОИТЕЛЬСТВУ, РЕКОНСТРУКЦИИ НЕКАПИТАЛЬНЫХ СТРОЕНИЙ, СООРУЖЕНИЙ"
02.03.99,"РАБОТЫ СТРОИТЕЛЬНЫЕ, СТРОИТЕЛЬНО-МОНТАЖНЫЕ ПРОЧИЕ"
02.04,РЕКОНСТРУКЦИЯ
02.04.01,РЕКОНСТРУКЦИЯ ЗДАНИЙ И СООРУЖЕНИЙ
02.04.01.01,РЕКОНСТРУКЦИЯ ЖИЛЫХ ЗДАНИЙ
02.04.01.02,РЕКОНСТРУКЦИЯ НЕЖИЛЫХ ЗДАНИЙ
